Waypoint Name,Waypoint Type,Latitude,Longitude,Frequency
CFZQK,EAENRT,59.5403,-139.875,-999
CFZTD,EAENRT,61.1466,-149.905,-999
CHAAP,EAENRT,42.5053,-80.6826,-999
CHAPO,EAENRT,64.9733,-141,-999
CHATA,EAENRT,65.2251,-147.397,-999
CHAZY,EAENRT,65.8987,-153.148,-999
CHEFF,EAENRT,63.0709,-157.344,-999
CHIKI,EAENRT,51.8883,177.103,-999
CHILL,EAENRT,58.615,-135.33,-999
CHIPS,EAENRT,70.4772,-155.646,-999
CHLKT,EAENRT,58.4325,-135.103,-999
CHOKK,EAENRT,65.081,-153.339,-999
CHTHM,EAENRT,58.028,-134.75,-999
CHUGA,EAENRT,60.3845,-145.606,-999
CHUNA,EAENRT,55.1491,-163.622,-999
CHUUK,EAENRT,58.0575,-165.215,-999
CIBDO,EAENRT,56.7516,-132.7,-999
CIBEB,EAENRT,64.8978,-155.285,-999
CIBIX,EAENRT,58.3911,-135.004,-999
CIDES,EAENRT,55.3156,-131.933,-999
CIFJI,EAENRT,59.5465,-154.556,-999
CIGAT,EAENRT,57.1116,-135.478,-999
CIGVU,EAENRT,64.4359,-146.899,-999
CILAC,EAENRT,55.6667,-159.5,-999
CILAS,EAENRT,58.6883,-162.059,-999
CIMGO,EAENRT,63.1052,-142.442,-999
CIMIR,EAENRT,64.5479,-165.513,-999
CINEK,EAENRT,57.937,-152.27,-999
CINGA,EAENRT,58.3664,-134.659,-999
CIRSU,EAENRT,69.5717,-161.702,-999
CITMI,EAENRT,66.6976,-151.155,-999
CIVED,EAENRT,65.8377,-164.73,-999
CIVUM,EAENRT,71.2752,-156.388,-999
CIXUD,EAENRT,68.639,-149.612,-999
CJAYY,EAENRT,57.4641,-150.531,-999
CLAMS,EAENRT,59.8915,-152.282,-999
CLEEV,EAENRT,55.6026,-132.235,-999
CLERE,EAENRT,64.037,-150.192,-999
CLOTH,EAENRT,56.7128,-132.803,-999
CLRSA,EAENRT,58.3591,-134.618,-999
CLUCK,EAENRT,57.3564,-135.632,-999
CLUNI,EAENRT,61.3517,-149.653,-999
CLYDD,EAENRT,65.9523,-153.099,-999
COALE,EAENRT,60.4553,-135.174,-999
COBAR,EAENRT,57.7269,-152.503,-999
COBIS,EAENRT,56.374,-158.16,-999
COBON,EAENRT,61.0163,-154.098,-999
COBSU,EAENRT,55.8411,-132.415,-999
COGAS,EAENRT,66.6048,-162.907,-999
COGLE,EAENRT,49.0767,-122.565,-999
COGNU,EAENRT,65.8081,-167.835,-999
COHIL,EAENRT,60.1083,-139,-999
COKKA,EAENRT,59.1925,-135.391,-999
COKLU,EAENRT,64.8786,-161.232,-999
COLTS,EAENRT,42.9638,-79.3209,-999
COLUG,EAENRT,51.9286,-176.513,-999
CONDI,EAENRT,48.5722,-123.339,-999
CONEE,EAENRT,61.3385,-150.445,-999
CONFI,EAENRT,63.8352,-161.217,-999
COPRR,EAENRT,60.4989,-145.604,-999
CORVA,EAENRT,60.2823,-145.248,-999
COSAS,EAENRT,61.2199,-150.177,-999
COSMU,EAENRT,56.9907,-135.336,-999
COSOL,EAENRT,64.7182,-147.146,-999
COUTS,EAENRT,49,-112.292,-999
COVOT,EAENRT,70.1897,-146.999,-999
COWEE,EAENRT,58.6524,-135.076,-999
CRABY,EAENRT,59.63,-148.305,-999
CRACK,EAENRT,57.3466,-159.405,-999
CREMR,EAENRT,56.9142,-173.869,-999
CRIMM,EAENRT,63.4939,-155.441,-999
CROUK,EAENRT,64.6447,-148.114,-999
CROWW,EAENRT,57.1246,-135.502,-999
CRYPT,EAENRT,55.1709,-170.878,-999
CSPER,EAENRT,58.1957,-136.644,-999
CUBPA,EAENRT,55.4903,-160.021,-999
CUDBO,EAENRT,64.5727,-165.652,-999
CUDDA,EAENRT,56.7992,-160.302,-999
CUGAS,EAENRT,58.3589,-134.612,-999
CUGCA,EAENRT,63.2913,-143.082,-999
CUGOB,EAENRT,69.0211,-148.311,-999
CUJAC,EAENRT,61.3955,-149.807,-999
CUKAB,EAENRT,57.7498,-152.393,-999
CUKAY,EAENRT,65.6304,-156.436,-999
CULIK,EAENRT,66.8689,-162.361,-999
CULTI,EAENRT,58.2533,-156.522,-999
CUNAN,EAENRT,61.9505,-159.795,-999
CUNDE,EAENRT,56.7176,-132.942,-999
CUNLI,EAENRT,64.8877,-147.53,-999
CUNOX,EAENRT,52.7237,173.55,-999
CUPDA,EAENRT,65.0986,-166.858,-999
CUPPR,EAENRT,58.3609,-134.984,-999
CURTS,EAENRT,62.9858,-155.477,-999
CURVD,EAENRT,56.9311,-135.406,-999
CURVS,EAENRT,53.645,-177.258,-999
CUSHI,EAENRT,58.3621,-135.455,-999
CUSOV,EAENRT,58.4427,-135.302,-999
CUTTT,EAENRT,58.3589,-134.633,-999
CUVRU,EAENRT,64.0077,-145.707,-999
CUXEM,EAENRT,61.1679,-149.905,-999
CYCLE,EAENRT,66.5682,-150.922,-999
DACIA,EAENRT,63.9555,-164.702,-999
DAFLU,EAENRT,42.3791,-82.6888,-999
DAHLS,EAENRT,61.3524,-162.539,-999
DAJOB,EAENRT,58.7285,-157.677,-999
DANOL,EAENRT,45.6984,-67.7878,-999
DAPCU,EAENRT,59.0908,-138.239,-999
DAPRE,EAENRT,66.8588,-162.314,-999
DARTN,EAENRT,66.0089,-153.488,-999
DASIR,EAENRT,43.3221,-82.2481,-999
DAVBE,EAENRT,61.848,-161.512,-999
DAVIZ,EAENRT,65.3419,-168.272,-999
DAWKU,EAENRT,53.9655,-166.463,-999
DAYVU,EAENRT,56.3953,-161.04,-999
DCESN,EAENRT,61.511,-149.648,-999
DEALS,EAENRT,59.7342,-147.52,-999
DEBOT,EAENRT,65.5454,-167.917,-999
DEDKI,EAENRT,43.6903,-78.7183,-999
DEEJA,EAENRT,58.9022,-135,-999
DEJJE,EAENRT,51.9473,-177.253,-999
DEMKO,EAENRT,44.9143,-79.7643,-999
DENKE,EAENRT,63.9394,-149.384,-999
DENRO,EAENRT,61.2386,-165.748,-999
DEPSE,EAENRT,56.8055,-132.796,-999
DERIK,EAENRT,68.9517,-149.721,-999
DERLO,EAENRT,43.0664,-81.0953,-999
DESDN,EAENRT,42.5233,-82.2567,-999
DESOY,EAENRT,66.3499,-158.913,-999
DEVTE,EAENRT,70.4158,-150.52,-999
DEYEP,EAENRT,65.2043,-145.522,-999
DEYKI,EAENRT,65.2409,-152.627,-999
DIBOL,EAENRT,58.3617,-135.206,-999
DIBVY,EAENRT,64.7439,-157.555,-999
DIBWO,EAENRT,56.3287,-169.22,-999
DIEGG,EAENRT,64.4146,-161.265,-999
DIFER,EAENRT,66.1813,-145.611,-999
DIHNU,EAENRT,70.2835,-151.42,-999
DIKEE,EAENRT,63.5802,-145.902,-999
DISCO,EAENRT,48.4003,-123.178,-999
DISKE,EAENRT,64.9555,-147.11,-999
DJINS,EAENRT,56.6564,-132.875,-999
DMCDS,EAENRT,70.099,-148.665,-999
DMYXZ,EAENRT,63.8296,-169.949,-999
DOBIE,EAENRT,42.4282,-81.0458,-999
DODEE,EAENRT,65.396,-156.999,-999
DOGGS,EAENRT,42.3943,-81.0812,-999
DOHEB,EAENRT,70.3639,-149.108,-999
DOLFF,EAENRT,48.3333,-128,-999
DOLFN,EAENRT,42.2132,-81.6535,-999
DOLPE,EAENRT,60.7166,-161.637,-999
DOMEY,EAENRT,65.1316,-148.063,-999
DONEL,EAENRT,63.6729,-145.667,-999
DOOZI,EAENRT,55.6325,-132.175,-999
DOPMY,EAENRT,59.5792,-139.798,-999
DORRF,EAENRT,61.2364,-149.987,-999
DOUGL,EAENRT,61.3917,-150.215,-999
DOYEG,EAENRT,61.2363,-149.988,-999
DOZEY,EAENRT,62.4012,-145.484,-999
DOZRR,EAENRT,42.0181,-82.1872,-999
DPCXG,EAENRT,59.725,-135.327,-999
DRAPP,EAENRT,54.6436,-178.119,-999
DRW05,EAENRT,51.8806,-176.651,-999
DRYST,EAENRT,55.2029,-131.628,-999
DRYYY,EAENRT,59.1565,-138.576,-999
DTOUR,EAENRT,62.0112,-149.325,-999
DUBEY,EAENRT,64.1631,-145.504,-999
DUCEY,EAENRT,57.1028,-133.36,-999
DUCLA,EAENRT,57.03,-135.63,-999
DUGAC,EAENRT,55.3146,-161.102,-999
DUGGS,EAENRT,53.0347,-129.503,-999
DUKPE,EAENRT,68.8736,-166.025,-999
DUSGE,EAENRT,61.7401,-164.999,-999
DUSUT,EAENRT,42.6495,-81.3885,-999
DUTEL,EAENRT,44.6664,-81.2964,-999
DUVFU,EAENRT,70.4297,-158.118,-999
DUVOK,EAENRT,44.927,-65.2866,-999
DUVOT,EAENRT,62.4856,-141,-999
DUYAN,EAENRT,55.5094,-133.176,-999
DWARF,EAENRT,55.383,-132.245,-999
EARMI,EAENRT,63.9757,-161.258,-999
EBDOT,EAENRT,45.0903,-73.567,-999
EBIKY,EAENRT,64.9577,-157.3,-999
EBLAW,EAENRT,70.7583,-154.244,-999
EBSIH,EAENRT,61.5063,-158.852,-999
EBURG,EAENRT,71.1453,-157.51,-999
ECIKA,EAENRT,62.0775,-163.299,-999
ECIPI,EAENRT,67.93,-165.499,-999
EDDEE,EAENRT,60.8715,-155.575,-999
EDELE,EAENRT,60.7659,-148.182,-999
EDETE,EAENRT,56.4678,-132.278,-999
EDMON,EAENRT,64.0863,-159.848,-999
EDUCE,EAENRT,60.2514,-161.019,-999
EEDEN,EAENRT,55.8996,-137.002,-999
EEEGL,EAENRT,61.5861,-149.83,-999
EEGGL,EAENRT,55.5492,-132.049,-999
EERIC,EAENRT,58.36,-134.803,-999
EFELA,EAENRT,56.5759,-169.719,-999
EFYEZ,EAENRT,61.0936,-149.88,-999
EGAXE,EAENRT,63.4421,-143.614,-999
EGCUM,EAENRT,56.9911,-135.557,-999
EGDIQ,EAENRT,59.5577,-154.642,-999
EGGEN,EAENRT,67.9498,-163.081,-999
EGGER,EAENRT,60.3571,-145.742,-999
EGKIL,EAENRT,61.2469,-149.864,-999
EGRAM,EAENRT,62.7879,-149.899,-999
EGULL,EAENRT,61.3467,-149.513,-999
EKAPE,EAENRT,70.2341,-145.788,-999
EKEPE,EAENRT,61.978,-162.831,-999
EKITY,EAENRT,56.4973,-132.408,-999
ELCON,EAENRT,65.3339,-153.306,-999
ELDOH,EAENRT,59.6097,-152.066,-999
ELESS,EAENRT,57.0658,-159.356,-999
ELFEE,EAENRT,55.2961,-162.789,-999
ELPEE,EAENRT,58.8498,-161.982,-999
ELUMU,EAENRT,70.4928,-150.279,-999
ELVEK,EAENRT,52.7184,174.059,-999
EMLAW,EAENRT,52.7407,173.625,-999
EMOWE,EAENRT,52.6453,174.455,-999
EMSOW,EAENRT,62.9587,-141,-999
ENCOR,EAENRT,66.9329,-152.332,-999
ENEGU,EAENRT,62.717,-168.657,-999
ENEXY,EAENRT,70.1189,-146.433,-999
ENIBE,EAENRT,61.006,-150.75,-999
ENIVE,EAENRT,70.3478,-149.348,-999
ENYUJ,EAENRT,59.0963,-158.807,-999
EPEHO,EAENRT,69.1695,-160.162,-999
EPLOS,EAENRT,59.3554,-177.336,-999
ERANE,EAENRT,55.5639,-132.626,-999
ERLAN,EAENRT,62.7766,-154.992,-999
ERUKE,EAENRT,52.6786,174.286,-999
ESHOS,EAENRT,57.0452,-158.063,-999
ESKAR,EAENRT,66.5075,-163.359,-999
ESOZU,EAENRT,64.9852,-147.548,-999
ESSAY,EAENRT,57.6775,-152.34,-999
ESSBE,EAENRT,42.0589,-81.7883,-999
ETBOX,EAENRT,44.5269,-80.1297,-999
ETDIG,EAENRT,55.5285,-132.193,-999
ETHAN,EAENRT,60.8167,-156.183,-999
ETUCO,EAENRT,55.3878,-132.008,-999
EVVOJ,EAENRT,65.0556,-147.838,-999
EWSER,EAENRT,54.1625,-166.606,-999
EXIPE,EAENRT,58.7268,-157.072,-999
EXUDE,EAENRT,58.368,-134.719,-999
EYACE,EAENRT,65.1452,-166.606,-999
EYAKS,EAENRT,60.3783,-145.695,-999
EYANA,EAENRT,58.2156,-135.039,-999
EYGAL,EAENRT,57.0192,-135.51,-999
EYOPA,EAENRT,61.8936,-161.876,-999
EZATY,EAENRT,64.5366,-164.57,-999
FAEGO,EAENRT,42.8013,-82.4665,-999
FAGIN,EAENRT,59.8656,-155.545,-999
FAIRE,EAENRT,64.1561,-165.36,-999
FAKES,EAENRT,58.9824,-137.808,-999
FALIK,EAENRT,71.2848,-156.593,-999
FALRO,EAENRT,66.7962,-162.308,-999
FALRU,EAENRT,59.0824,-159.436,-999
FAMEK,EAENRT,61.1316,-154.497,-999
FAMUN,EAENRT,70.466,-150.168,-999
FAMUR,EAENRT,65.4298,-167.886,-999
FANCI,EAENRT,61.3091,-164.815,-999
FANES,EAENRT,64.5833,-141,-999
FANUB,EAENRT,64.1757,-161.04,-999
FAPUK,EAENRT,56.4712,-132.621,-999
FARGN,EAENRT,42.6117,-79.7884,-999
FARME,EAENRT,66.9451,-161.536,-999
FATMU,EAENRT,57.0125,-170.44,-999
FATUR,EAENRT,66.0294,-153.206,-999
FECFO,EAENRT,64.853,-155.72,-999
FEDNO,EAENRT,61.2428,-149.912,-999
FEGVI,EAENRT,54.95,-162.456,-999
FELUL,EAENRT,61.1449,-149.857,-999
FELUN,EAENRT,64.4367,-146.9,-999
FEPTO,EAENRT,64.4824,-165.503,-999
FEREK,EAENRT,64.9586,-147.597,-999
FESOL,EAENRT,58.6478,-156.587,-999
FEVBO,EAENRT,55.7461,-159.264,-999
FEXIM,EAENRT,68.6034,-149.668,-999
FFITZ,EAENRT,62.1477,-152.892,-999
FIBEX,EAENRT,64.9955,-147.532,-999
FIDAL,EAENRT,60.7341,-146.433,-999
FIETR,EAENRT,61.5033,-149.815,-999
FIGAN,EAENRT,56.2325,-157.785,-999
FIGUS,EAENRT,57.7001,-152.326,-999
FILAP,EAENRT,60.7769,-146.967,-999
FILIN,EAENRT,64.7027,-155.54,-999
FILKI,EAENRT,51.9554,-176.436,-999
FIMIB,EAENRT,60.7238,-147.725,-999
FINBO,EAENRT,49.2756,-116.026,-999
FINGL,EAENRT,42.7566,-81.3228,-999
FIORD,EAENRT,65.77,-141,-999
FIPAM,EAENRT,56.2133,-132.819,-999
FIPSU,EAENRT,67.9544,-148.226,-999
FIPUV,EAENRT,64.4926,-165.243,-999
FIRAV,EAENRT,70.3149,-151.059,-999
FIRME,EAENRT,41.9018,-83.0294,-999
FISHD,EAENRT,57.0628,-135.39,-999
FISHH,EAENRT,61.043,-160.603,-999
FISTT,EAENRT,57.0393,-135.347,-999
FITUT,EAENRT,65.4909,-156.565,-999
FIVHD,EAENRT,58.1099,-135.288,-999
FIWWI,EAENRT,67.1717,-163.31,-999
FJORD,EAENRT,60.9861,-146.76,-999
FLAAT,EAENRT,64.2733,-146.895,-999
FLIPS,EAENRT,56.5757,-134.88,-999
FOCHE,EAENRT,49.064,-124.796,-999
FODOS,EAENRT,67.039,-150.783,-999
FODUV,EAENRT,66.1603,-153.263,-999
FOGID,EAENRT,56.7254,-132.701,-999
FOHLI,EAENRT,70.1524,-146.151,-999
FOLAR,EAENRT,59.8734,-151.296,-999
FOLDY,EAENRT,49.0516,-120.712,-999
FOMBU,EAENRT,58.3037,-135.005,-999
FOMDA,EAENRT,52.6246,174.559,-999
FONBA,EAENRT,70.1827,-148.91,-999
FONGE,EAENRT,57.09,-135.654,-999
FONUL,EAENRT,70.4781,-150.422,-999
FORAD,EAENRT,64.685,-164.918,-999
FORAT,EAENRT,60.186,-144.142,-999
FORAX,EAENRT,60.084,-154.725,-999
FORCS,EAENRT,52.707,174.142,-999
FOREY,EAENRT,41.8398,-82.6696,-999
FOVBI,EAENRT,58.6855,-135.801,-999
FOVIG,EAENRT,64.8199,-147.529,-999
FOVSI,EAENRT,64.4273,-165.455,-999
FOWEL,EAENRT,42.6014,-80.1584,-999
FOXSO,EAENRT,62.25,-146.583,-999
FOXUB,EAENRT,64.05,-147.994,-999
FOXWE,EAENRT,62.5,-149.167,-999
FRIDA,EAENRT,61.7315,-151.6,-999
FRIED,EAENRT,54.2219,-133.632,-999
FSHON,EAENRT,60.8729,-150.684,-999
FUNTR,EAENRT,58.1817,-134.99,-999
FURDY,EAENRT,56.4978,-132.428,-999
FUSON,EAENRT,59.5013,-139.951,-999
GABRI,EAENRT,68.5882,-149.646,-999
GADAV,EAENRT,42.7104,-82.4796,-999
GADEK,EAENRT,62.7085,-155.948,-999
GAHAM,EAENRT,62.2495,-141,-999
GAITS,EAENRT,64.7466,-165.364,-999
GANES,EAENRT,63.1021,-156.344,-999
GARRS,EAENRT,58.3183,-161.342,-999
GASTO,EAENRT,60.944,-151.045,-999
GECEY,EAENRT,56.9097,-132.893,-999
GEIKI,EAENRT,58.6305,-136.442,-999
GELRE,EAENRT,64.3873,-165.988,-999
GENFU,EAENRT,55.3885,-163.106,-999
GERDE,EAENRT,61.8985,-153.396,-999
GERKS,EAENRT,58.5154,-151.417,-999
GESSE,EAENRT,55.5381,-159.878,-999
GESTI,EAENRT,55.4326,-131.964,-999
GEYHY,EAENRT,64.5789,-156.667,-999
GGABI,EAENRT,58.3193,-134.704,-999
GIACO,EAENRT,64.1188,-145.497,-999
GICHY,EAENRT,52.6461,174.569,-999
GIGGY,EAENRT,42.3971,-82.5776,-999
GIKDE,EAENRT,66.7964,-150.672,-999
GINTE,EAENRT,64.8393,-147.343,-999
GINTT,EAENRT,57.0261,-135.324,-999
GIRTS,EAENRT,55.1224,-131.642,-999
GLACR,EAENRT,58.7578,-136.927,-999
GLAZZ,EAENRT,58.1195,-134.133,-999
GLENT,EAENRT,55.4077,-162.531,-999
GLIBB,EAENRT,62.6709,-155.997,-999
GLNCO,EAENRT,65.5411,-167.917,-999
GLOWS,EAENRT,64.4377,-148.255,-999
GNTRY,EAENRT,42.5097,-81.7897,-999
GOATS,EAENRT,66.8367,-141,-999
GOCNE,EAENRT,60.6826,-147.07,-999
GODBE,EAENRT,66.6167,-159.919,-999
GODVE,EAENRT,70.3222,-149.721,-999
GOLIC,EAENRT,41.893,-82.4177,-999
GOLLY,EAENRT,64.9025,-149.014,-999
GOLOS,EAENRT,64.2882,-163.587,-999
GOOKY,EAENRT,64.5173,-165.098,-999
GOOSE,EAENRT,61.365,-150.087,-999
GORBY,EAENRT,56.8268,-132.814,-999
GOSKE,EAENRT,64.5504,-147.275,-999
GOVIT,EAENRT,49.5447,-95.8156,-999
GOYWI,EAENRT,62.7218,-163.503,-999
GRAAY,EAENRT,68.9641,-165.586,-999
GRANL,EAENRT,61.2199,-150.177,-999
GRANY,EAENRT,65.0897,-161.002,-999
GRENN,EAENRT,61.1165,-151.292,-999
GRIBY,EAENRT,47.755,-86.26,-999
GRIDE,EAENRT,61.1328,-151.123,-999
GRIZZ,EAENRT,57.1149,-148.502,-999
GUCEN,EAENRT,56.3483,-158.328,-999
GUIDE,EAENRT,60.9338,-155.16,-999
GULGE,EAENRT,55.5038,-132.1,-999
GULME,EAENRT,56.4724,-132.328,-999
GULVY,EAENRT,56.5191,-132.588,-999
GUMEE,EAENRT,56.7636,-132.998,-999
GUVLE,EAENRT,64.7889,-164.939,-999
GUZHA,EAENRT,64.1216,-145.339,-999
GYROS,EAENRT,65.5397,-145.386,-999
GYVES,EAENRT,58.1235,-134.521,-999
HAAZY,EAENRT,55.8223,-134.39,-999
HABBS,EAENRT,45.2053,-74.4172,-999
HADUL,EAENRT,61.2695,-149.786,-999
HAGEL,EAENRT,61.6221,-166.543,-999
HAGEP,EAENRT,52.0083,-176.787,-999
HAGGS,EAENRT,60.9112,-155.527,-999
HALAM,EAENRT,54.5035,-133.029,-999
HALEK,EAENRT,57.2443,-135.494,-999
HALEM,EAENRT,62.1736,-165.954,-999
HALIB,EAENRT,56.3956,-132.594,-999
HAMIR,EAENRT,64.7653,-147.184,-999
HAMKU,EAENRT,58.868,-157.049,-999
HAMND,EAENRT,60.4985,-154.677,-999
HANAL,EAENRT,58.3493,-134.791,-999
HANRY,EAENRT,54.6064,-131.093,-999
HAPIT,EAENRT,58.1993,-137.52,-999
HAPLO,EAENRT,64.5917,-147.039,-999
HARVZ,EAENRT,69.9998,-143.003,-999
HASHH,EAENRT,56.7375,-132.728,-999
HASKO,EAENRT,61.0776,-150.27,-999
HATIM,EAENRT,56.4753,-132.343,-999
HATUL,EAENRT,60.971,-149.895,-999
HAVOK,EAENRT,43.0208,-81.6033,-999
HAWGG,EAENRT,64.3722,-146.763,-999
HAWRD,EAENRT,57.1483,-135.545,-999
HAXIX,EAENRT,56.5928,-132.43,-999
HBERT,EAENRT,57.1152,-135.494,-999
HEBDU,EAENRT,64.2317,-160.722,-999
HEBEN,EAENRT,60.8438,-146.893,-999
HEBER,EAENRT,70.3644,-148.23,-999
HEBUX,EAENRT,68.7349,-149.86,-999
HEDIV,EAENRT,58.1206,-135.194,-999
HEGEL,EAENRT,42.5823,-81.4828,-999
HEKUX,EAENRT,55.4161,-131.235,-999
HEMRO,EAENRT,64.1062,-151.214,-999
HEMSU,EAENRT,64.5558,-165.176,-999
HEPRU,EAENRT,61.1678,-150.057,-999
HERAB,EAENRT,56.7471,-132.72,-999
HERDU,EAENRT,66.783,-163.159,-999
HERLA,EAENRT,63.7166,-161.136,-999
HESEX,EAENRT,70.1876,-145.85,-999
HESSE,EAENRT,65.0844,-148.448,-999
HETEK,EAENRT,61.1464,-149.856,-999
HETLI,EAENRT,52.8085,173.251,-999
HETMU,EAENRT,64.0233,-145.813,-999
HEVEB,EAENRT,61.5484,-150.335,-999
HEXAX,EAENRT,65.9946,-145.384,-999
HEXOG,EAENRT,65.4737,-163.956,-999
HHOWE,EAENRT,42.2564,-82.4684,-999
HIBLI,EAENRT,64.6383,-147.08,-999
HIBOK,EAENRT,57.5888,-134.71,-999
HIDOR,EAENRT,68.6957,-150.061,-999
HIGDO,EAENRT,56.9993,-170.458,-999
HIKAX,EAENRT,65.6056,-165.745,-999
HIKIV,EAENRT,66.7648,-150.722,-999
HILGN,EAENRT,68.0514,-162.864,-999
HILUM,EAENRT,64.5171,-152.003,-999
HIMKI,EAENRT,52.7944,-173.779,-999
HINBU,EAENRT,57.7013,-151.894,-999
HINOP,EAENRT,70.4152,-150.318,-999
HIPUD,EAENRT,61.6745,-166.164,-999
HISDI,EAENRT,61.1281,-146.287,-999
HISLI,EAENRT,70.1853,-146.307,-999
HISOB,EAENRT,65.4769,-156.465,-999
HITRA,EAENRT,70.2181,-148.205,-999
HIVAD,EAENRT,64.9188,-166.858,-999
HLBLY,EAENRT,63.5641,-159.762,-999
HMPTN,EAENRT,56.1944,-144.002,-999
HNRAY,EAENRT,58.0593,-134.259,-999
HOBEV,EAENRT,56.7782,-132.775,-999
HOBOM,EAENRT,65.1064,-149.581,-999
HODDY,EAENRT,57.7377,-174.168,-999
HODIT,EAENRT,55.4425,-131.847,-999
HOGTY,EAENRT,56.8773,-135.379,-999
HOLIE,EAENRT,59.2969,-139.286,-999
HOLIN,EAENRT,60.8506,-161.658,-999
HOMAM,EAENRT,65.4736,-167.902,-999
HOMAT,EAENRT,64.7253,-147.105,-999
HOMUD,EAENRT,56.7289,-132.946,-999
HONPO,EAENRT,65.4667,-167.901,-999
HOODS,EAENRT,57.7429,-134.682,-999
HOPER,EAENRT,61.0028,-149.74,-999
HORAG,EAENRT,66.7436,-151.239,-999
HORON,EAENRT,70.4634,-150.564,-999
HORSI,EAENRT,64.7346,-154.321,-999
HORTH,EAENRT,54.5781,-166.548,-999
HOSAT,EAENRT,70.1273,-147.936,-999
HOSOR,EAENRT,52.0839,-176.537,-999
HOTIM,EAENRT,61.0788,-153.966,-999
HOULE,EAENRT,61.0795,-150.273,-999
HOVUK,EAENRT,62.2667,-144.976,-999
HRDNG,EAENRT,64.3012,-146.2,-999
HUBUV,EAENRT,52.0067,-176.793,-999
HUDEM,EAENRT,61.5581,-166.299,-999
HUGVA,EAENRT,61.4936,-166.055,-999
HUKUT,EAENRT,52.7734,173.194,-999
HULAS,EAENRT,68.7715,-165.451,-999
HUMPY,EAENRT,60.1186,-145.004,-999
HUMRA,EAENRT,59.719,-155.064,-999
HUMUS,EAENRT,45.0749,-74.075,-999
HUMVO,EAENRT,69.0238,-149.136,-999
HUNID,EAENRT,66.7861,-162.467,-999
HURAS,EAENRT,56.6476,-132.941,-999
HUSUG,EAENRT,65.4381,-146.46,-999
HUTIL,EAENRT,64.2861,-145.673,-999
HUVOT,EAENRT,63.1419,-155.552,-999
HWKGV,EAENRT,63.3274,-141,-999
HWTCC,EAENRT,54.6977,-131.227,-999
HYLEE,EAENRT,57.3175,-169.919,-999
HYSON,EAENRT,61.2613,-150.286,-999
IBIBE,EAENRT,70.3786,-150.325,-999
IBISE,EAENRT,56.8007,-132.95,-999
ICADI,EAENRT,58.6121,-156.176,-999
ICEEE,EAENRT,64.1353,-166.578,-999
ICHOL,EAENRT,42.6421,-80.5039,-999
ICICL,EAENRT,61.1683,-150.247,-999
ICKUP,EAENRT,56.537,-132.826,-999
ICUKU,EAENRT,64.807,-147.881,-999
ICYOH,EAENRT,54.0413,-166.402,-999
IDAME,EAENRT,59.4499,-145.569,-999
IDNEY,EAENRT,48.6422,-123.404,-999
IDOSE,EAENRT,70.0779,-145.59,-999
IDROD,EAENRT,63.339,-169.356,-999
IFHIX,EAENRT,61.125,-150.233,-999
IFNIZ,EAENRT,67.6349,-162.362,-999
IGASE,EAENRT,70.3315,-150.276,-999
IGLUU,EAENRT,58.1481,-134.417,-999
IHIHI,EAENRT,64.6371,-165.097,-999
IHOPO,EAENRT,67.8165,-162.808,-999
IHTUD,EAENRT,61.5454,-159.362,-999
IKNAV,EAENRT,42.9619,-78.9678,-999
IKONS,EAENRT,67.9386,-163.062,-999
ILOCE,EAENRT,63.7265,-170.341,-999
ILOND,EAENRT,57.9155,-152.387,-999
ILOXE,EAENRT,68.7738,-149.657,-999
IMAMA,EAENRT,46.7383,-67.7776,-999
IMARE,EAENRT,64.5582,-147.289,-999
IMOME,EAENRT,58.2746,-135.432,-999
INEYO,EAENRT,61.0452,-146.969,-999
INFRA,EAENRT,61.0782,-149.919,-999
INHAM,EAENRT,49.0522,-125.455,-999
INNOL,EAENRT,58.1091,-151.929,-999
INOTY,EAENRT,52.5883,-174.629,-999
IPIBY,EAENRT,67.9099,-163.029,-999
IRUCU,EAENRT,62.9077,-155.456,-999
IRUGE,EAENRT,68.0416,-162.877,-999
IRUNE,EAENRT,56.6912,-132.684,-999
IRUWU,EAENRT,54.0634,-166.586,-999
ISERY,EAENRT,58.3103,-137.07,-999
ISFAX,EAENRT,70.0926,-147.249,-999
ISOTE,EAENRT,64.5285,-161.75,-999
ISTON,EAENRT,43.1297,-79.0644,-999
ITHER,EAENRT,61.08,-149.924,-999
ITHOD,EAENRT,63.8068,-169.786,-999
ITKIC,EAENRT,61.844,-166.045,-999
ITPEG,EAENRT,42.8939,-80.8608,-999
ITUHO,EAENRT,70.3568,-150.896,-999
IVANN,EAENRT,61.3834,-150.574,-999
IVOXE,EAENRT,57.0846,-169.891,-999
IVUXE,EAENRT,58.8808,-162.044,-999
IYICU,EAENRT,62.1619,-145.455,-999
IYUWI,EAENRT,56.8282,-159.211,-999
JAAJA,EAENRT,42.6667,-81.2667,-999
JABAP,EAENRT,53.9717,-166.548,-999
JADAS,EAENRT,70.4256,-150.373,-999
JADPI,EAENRT,53.938,-166.539,-999
JADSA,EAENRT,58.8921,-161.913,-999
JAGGU,EAENRT,64.7445,-157.71,-999
JAGIT,EAENRT,60.9596,-141,-999
JAGMA,EAENRT,65.2881,-167.516,-999
JAILA,EAENRT,57.0402,-135.349,-999
JAKAB,EAENRT,64.8384,-147.493,-999
JAKEG,EAENRT,52.7042,174.155,-999
JAKII,EAENRT,64.4308,-166.012,-999
