OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,ELEVATION,ICAO_ID,TYPE_CODE,SERVCITY,STATE,COUNTRY,OPERSTATUS,PRIVATEUSE,IAPEXISTS,DODHIFLIP,FAR91,FAR93,MIL_CODE,AIRANAL,US_HIGH,US_LOW,AK_HIGH,AK_LOW,US_AREA,PACIFIC
101,CCB13698-5B7A-4B2C-86B0-E72E290E15E6,LUR,Cape Lisburne LRRS,68-52-30.4600N,166-06-39.8950W,14,PALU,AD,CAPE LISBURNE,AK,UNITED STATES,OPERATIONAL,1,1,0,0,0,MIL,NO OBJECTION,0,0,1,1,0,0
102,8C2675EC-16E5-4E5B-BA96-41DEB1335799,EHM,Cape Newenham LRRS,58-38-53.3400N,162-03-49.6900W,531,PAEH,AD,CAPE NEWENHAM,AK,UNITED STATES,OPERATIONAL,1,1,0,0,0,MIL,NO OBJECTION,0,0,0,1,0,0
103,3AD26E73-ADE5-42F7-9564-F1FDC35729AD,Z71,Cape Pole,55-57-58.6440N,133-47-48.1960W,0,,SP,CAPE POLE,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
104,4845936A-650E-418C-9ABF-64B2A31CC137,CZF,Cape Romanzof LRRS,61-46-51.6550N,166-02-22.4750W,467,PACZ,AD,CAPE ROMANZOF,AK,UNITED STATES,OPERATIONAL,1,1,0,0,0,MIL,NOT ANALYZED,0,0,0,1,0,0
105,A22B6739-7E08-4C6B-ABC5-4A48C09F74B1,26AK,Cape Sarichef,54-34-56.7520N,164-54-52.1310W,291,PACS,AD,CAPE SARICHEF,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
106,6D6B49A8-7542-4CFC-9B17-AE1246F23D14,CSP,Cape Spencer C G,58-11-57.2600N,136-38-23.7500W,84,PACA,HP,CAPE SPENCER,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
107,C27321A3-863B-4C7E-999E-73715A59B5D9,CEM,Central,65-34-26.2000N,144-46-51.2000W,936.8,PACE,AD,CENTRAL,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
108,9AFE2D94-4700-4C63-A829-F042D211D190,CIK,Chalkyitsik,66-38-42.1000N,143-44-23.6000W,548.5,PACI,AD,CHALKYITSIK,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
109,B1F24408-4DB9-4074-9ED3-AD6A3AF0E54D,5CD,Chandalar Shelf,68-03-55.5820N,149-34-47.0610W,3222,,AD,CHANDALAR CAMP,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
110,356AA654-AB7F-4D6D-A2D8-83F41795263F,WCR,Chandalar Lake,67-30-16.2600N,148-28-59.6000W,1920,PALR,AD,CHANDALAR LAKE,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,1,0,0
111,EF4F0F48-746C-46BD-9DA3-361F775B426C,05AA,Chatham,57-30-53.7780N,134-56-46.3740W,0,,SP,CHATHAM,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
112,7E99D002-7857-49C4-86CA-34F9BAFE6523,CFK,Chefornak,60-08-12.5000N,164-16-44.6000W,54.1,PACK,AD,CHEFORNAK,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,1,0,0
113,0B37B404-6C0C-49F9-AD38-885A0B08956A,AK13,Chena Hot Springs,65-03-06.5720N,146-02-50.7550W,1195,,AD,CHENA HOT SPRINGS,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
114,EA7557EE-7B3F-487B-A536-98F47BF84F8F,C05,Chenega Bay,60-04-42.8200N,147-59-41.0450W,68.9,PFCB,AD,CHENEGA,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
115,82AFA85B-5A98-497A-8FB3-F2897EABB0C1,VAK,Chevak,61-32-27.0000N,165-36-03.2000W,60.7,PAVA,AD,CHEVAK,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
116,C00FCC03-9640-40AD-BC59-DF24AAC7360D,48AK,Castle Mountain Airstrip,61-47-35.1200N,148-29-32.9860W,1010,,AD,CHICKALOON,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
117,EA468FB0-5454-4DA7-9F11-D2CAD87EADF6,CKX,Chicken,64-04-00.3050N,141-57-04.8500W,1640,,AD,CHICKEN,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
118,13ECC09D-FBF7-435E-B13D-A6D8A8A92ABA,Z78,Chignik Bay,56-17-44.1980N,158-24-05.3270W,0,,SP,CHIGNIK,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
119,554ED0FD-27B2-4FB4-8F32-94C5A147B90F,KCL,Chignik Lagoon,56-18-39.4800N,158-32-04.1500W,27.7,,AD,CHIGNIK LAGOON,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
120,208D6127-363C-43EC-8B5F-B35A689A3E97,AJC,Chignik,56-18-41.2655N,158-22-23.6575W,24,PAJC,AD,CHIGNIK,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
121,4FA54B86-C124-4788-B2AA-C5A3467F0479,A79,Chignik Lake,56-15-19.6450N,158-46-40.1950W,50,,AD,CHIGNIK LAKE,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
122,E2A6D57F-1C89-4C52-80D3-2B4F35C49C47,CZN,Chisana,62-04-18.3000N,142-02-57.6600W,3348,,AD,CHISANA,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
123,503E0C82-B08F-4EC5-A887-58A82B97E51F,CZO,Chistochina,62-33-44.4000N,144-40-20.8000W,1860.7,,AD,CHISTOCHINA,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
124,3AC5A9B8-1E6F-4466-B496-EA6405AB3AC2,CXC,Chitina,61-34-59.5300N,144-25-47.2900W,556,,AD,CHITINA,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
125,49EB577B-B714-4980-8A3A-1446BA4CB262,9A3,Chuathbaluk,61-34-44.6000N,159-12-56.3000W,243.7,PACH,AD,CHUATHBALUK,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NOT ANALYZED,0,0,0,1,0,0
126,E03F9C1B-B2EC-4D32-B86B-FC09EFDCDFE9,AK24,Hilltop,61-25-04.3000N,149-26-22.1600W,420,,AD,CHUGIAK,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
127,88A60787-EB9C-4708-966D-9A7DA87962F0,CRC,Circle City,65-49-40.5000N,144-04-34.3100W,613.2,PACR,AD,CIRCLE,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
128,CB12C3EA-0332-4088-9920-2A2B8B4BC6B5,CHP,Circle Hot Springs,65-29-09.2650N,144-36-42.0650W,870.2,,AD,CIRCLE HOT SPRINGS,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
129,3EE92229-8D5A-4A0A-9006-07616D1B69F5,96AK,Hackney Landing,60-17-16.0200N,151-20-46.0400W,208,,SP,CLAM GULCH,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
130,A6F09ED7-3BC4-4027-BB06-BD4F89401564,CLP,Clarks Point,58-50-01.3000N,158-31-45.8000W,79.6,PFCL,AD,CLARKS POINT,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
131,20E74C94-3C37-4E88-9CCA-F03EBB6FEAAD,Z84,Clear,64-18-01.4000N,149-06-59.5000W,559.4,PACL,AD,CLEAR,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
132,A5BAD322-E243-4A61-8182-607C3DDC8CE7,CLF,Clear Sky Lodge,64-15-25.3230N,149-11-10.5010W,650,,AD,CLEAR,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
133,3055C903-232A-45F4-AC1D-C2C13F3CA8C7,KCC,Coffman Cove,56-00-53.2940N,132-50-02.1210W,0,PAKC,SP,COFFMAN COVE,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
134,ED60F5CC-677F-4A4B-8259-7CBE0AA857D7,CDB,Cold Bay,55-12-21.3000N,162-43-34.5000W,99.5,PACD,AD,COLD BAY,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
135,B5B81A69-2E2A-4AB9-8EDD-ACA1F0C59E81,Z87,Blinn Lake,55-15-05.8580N,162-45-12.2560W,50,,SP,COLD BAY,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
136,DB2C87E7-A1E6-4D26-9D50-075494C5945C,1AK3,Port Moller,56-00-21.5490N,160-33-38.8510W,20,PAAL,AD,COLD BAY,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
137,22BB61EA-889D-4DC2-9C3B-9944818BE1A8,CXF,Coldfoot,67-15-07.8150N,150-12-14.0690W,1049.1,PACX,AD,COLDFOOT,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
138,69EEE5FE-4FC9-479C-879A-01EAFB66F81F,KCR,Colorado Creek,63-34-03.8030N,155-59-20.5570W,860,,AD,COLORADO CREEK,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,1,0,0
139,E3AE5C64-BAED-4C28-B9BF-00223C1A8C7A,JLA,Quartz Creek,60-29-03.3500N,149-43-22.4400W,466,,AD,COOPER LANDING,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
140,DCA88EFA-BFEA-488C-93DC-4F7F9679BFF2,Z93,Copper Center 2,61-56-28.2840N,145-17-38.6910W,1150,,AD,COPPER CENTER,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
141,89D63998-1CA5-46D4-808B-633E3E42544F,CDV,Merle K (Mudhole) Smith,60-29-30.4000N,145-28-39.2000W,53.6,PACV,AD,CORDOVA,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
142,FE687F0E-B11C-4942-8446-3EB4B9BFC74F,AK30,Strawberry Point,60-23-28.1500N,146-05-50.8700W,50,,AD,CORDOVA,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
143,2593D5C4-EDC7-48F1-B164-FEC0CE6B4C59,CKU,Cordova Muni,60-32-37.1200N,145-43-33.0750W,59,,AD,CORDOVA,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
144,B690B8E9-5F88-4BA9-B581-DA12950570D1,K29,Council,64-53-48.2900N,163-42-12.5950W,100,,AD,COUNCIL,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,1,0,0
145,0B83870A-BEBB-42C8-842C-73D4BC5AC14D,CGA,Craig,55-28-43.7930N,133-08-52.0840W,0,,SP,CRAIG,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
146,1FEF191B-0E5E-40FB-8F87-1F079FAE1B03,5C5,El Capitan Lodge,55-57-30.9200N,133-15-12.1400W,0,,SP,CRAIG,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
147,92F5FB38-7EB5-4427-A63E-7AD54D4DD7C8,1AK0,Craig CG,55-28-30.7930N,133-08-45.0830W,20,,HP,CRAIG,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,OTHER,NOT ANALYZED,0,0,0,0,0,0
148,A0A9C75C-C374-4E5B-82B0-107C2C1AEDB0,1AK1,Crevice Creek,67-22-22.3400N,152-00-57.8800W,840,,AD,CREVICE CREEK,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
149,8DB7C2CD-9D7F-4F86-AB55-80CCF895DD72,CJX,Crooked Creek,61-52-04.4000N,158-08-05.8000W,180.6,PACJ,AD,CROOKED CREEK,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
150,19FBB880-2DD0-4403-A909-284B0BC28DD1,01AA,Donlin Creek,62-01-56.9150N,158-14-11.0550W,733.7,PFCR,AD,CROOKED CREEK,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,1,1,0,0
151,ADFBDDE4-AB2B-484E-B5A0-4CAFF98F3AEC,1AK2,Crosswind Lake,62-24-03.3910N,146-00-47.8970W,2125,,AD,CROSSWIND LAKE,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
152,FEC1FC99-5695-422F-ADE3-548C6C4080DE,DCK,Dahl Creek,66-56-33.2211N,156-53-28.9271W,260,,AD,DAHL CREEK,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,1,1,0,0
153,DAA6A182-0B37-4776-86E8-D2A96EC42DDF,SCC,Deadhorse,70-11-41.1148N,148-27-54.5935W,67.4,PASC,AD,DEADHORSE,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
154,B0674B3B-700F-40E5-8522-67BBC02EB18E,AK15,Alpine Airstrip,70-20-39.4000N,150-56-41.1000W,21.4,PALP,AD,NUIQSUT,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,1,1,0,0
155,8E3F9BB5-ABF1-462B-8EEA-877283A1CEEA,AK78,Badami,70-08-14.8800N,147-01-49.5800W,25.5,PABP,AD,DEADHORSE,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
156,CD3A9553-E38A-4A81-B21C-D53563529BB2,AA03,Central Pad,70-10-16.6246N,146-15-30.8507W,9.3,,HP,DEADHORSE,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
157,3B24FEDF-10EE-4308-B091-003C8CF38209,37AA,Point Thomson Airstrip,70-08-09.6000N,146-17-24.1000W,56,PAAD,AD,DEADHORSE,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,1,1,0,0
158,24A731B3-2978-468C-BC38-B3BD1DB880A1,4AK1,Inigok,70-00-13.7905N,153-04-39.2455W,191,,AD,DEADHORSE,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
159,CDFD5026-9284-4A32-A49E-472E50978B4B,DEE,Deering,66-04-08.8000N,162-46-01.4000W,29.9,PADE,AD,DEERING,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
160,4424E58F-2CC6-4CF3-A067-5ACF87EF423F,BIG,Allen AAF,63-59-42.6000N,145-43-12.2000W,1285.2,PABI,AD,DELTA JUNCTION FT GREELY,AK,UNITED STATES,OPERATIONAL,1,1,0,0,0,MIL,NOT ANALYZED,0,0,1,1,0,0
161,16670E01-C7B5-4B03-A333-A5BA1DAE6B81,11AK,Rocking T Ranch,63-59-58.5810N,145-30-08.3440W,1190,,AD,DELTA JUNCTION,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
162,5CFF1574-F7A2-434B-8F6E-B117B9A80C67,D66,Delta Junction,64-03-00.4200N,145-43-20.8750W,1150,,AD,DELTA JUNCTION,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
163,D906BE76-006E-4F82-ADEB-D8CB6632D9AD,AA22,Delta Daves,64-07-58.2900N,145-48-16.1800W,1050,,AD,DELTA JUNCTION,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
164,365E511C-7196-48F5-B8F6-B0D83E6AEAEF,29AK,Remington Fld,64-02-58.5940N,145-25-08.3700W,1250,,AD,DELTA JUNCTION,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
165,8F7D53A7-5D51-4C53-BFA9-CE451A41C191,45AK,Cherokee,63-57-42.5840N,145-28-12.3310W,1300,,AD,DELTA JUNCTION,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
166,05D4D8B8-E0B1-4A10-B2EE-1F7A6319B772,AK09,Wingsong Estates,64-02-58.5840N,145-30-08.3670W,1100,,AD,DELTA JUNCTION,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
167,AB9F4020-2EF1-45F1-AF5B-AB42F04F16DB,9AK4,Arctic Angel,64-08-14.5000N,145-49-49.4000W,1009,,AD,DELTA JUNCTION,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
168,4B8C7177-DD7F-4781-BDDE-2390E39145D2,AK35,Buffalo Row,64-02-19.9050N,145-44-20.2100W,1180,,HP,DELTA JUNCTION,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
169,5A457695-62AB-4FE0-9D31-D2171695B04A,72AK,Trophy Lodge,64-01-37.5920N,145-40-48.6280W,1200,,HP,DELTA JUNCTION,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
170,56BC03A2-3B71-49D3-8AB5-F740F23B265F,AK77,All West,63-56-29.1400N,145-25-20.0100W,1275,,AD,DELTA JUNCTION,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
171,46C8B3A7-070F-41E5-AC8F-13657388D12A,76AK,Pogo Mine Airstrip,64-28-02.8700N,144-55-15.2100W,1350,,AD,DELTA JUNCTION,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
172,2D8A90A9-1A57-4074-A821-9D9C37D434E0,DLG,Dillingham,59-02-40.8000N,158-30-19.8000W,82,PADL,AD,DILLINGHAM,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
173,3B988C72-D70E-4E7A-A4F1-CFBA52636774,AK21,Nushagak,59-07-57.3000N,157-46-37.8500W,40,,AD,DILLINGHAM,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
174,62DE1091-5003-4EA3-9E26-AB4653E59984,AA15,Shannons Pond,59-03-32.3120N,158-34-37.8840W,80,,SP,DILLINGHAM,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
175,C65912E4-2ECF-4B32-8FE6-D25250C52F9E,DM2,Diomede,65-45-31.0000N,168-57-11.0000W,20,PPDM,HP,DIOMEDE,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
176,D888CFCD-4E8C-4572-9524-04B2D83D3A5D,AK23,Driftwood Bay Air Force Station,53-58-19.1300N,166-51-26.6600W,24,PAAM,AD,DUTCH HARBOR,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,MIL,NO OBJECTION,0,0,0,1,0,0
177,27B2FE88-5259-4744-BE2C-7B8683A863A3,EAA,Eagle,64-46-41.1000N,141-08-58.6000W,907.2,PAEG,AD,EAGLE,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
178,6DD859A7-0655-4354-8388-11365A9FA42C,47AK,Highland,61-17-33.0000N,149-31-57.0000W,650,,AD,EAGLE RIVER,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
179,90F349AD-C43B-4DFD-96F2-3E1E1C5B7162,D72,D&c Fire Lake Flying Club,61-21-09.0700N,149-32-46.8600W,295,,SP,EAGLE RIVER,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
180,B1D12766-6E9B-46EF-90B0-8209BA46F536,EEK,Eek,60-12-49.3000N,162-02-38.0000W,26.5,PAEE,AD,EEK,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
181,B9F993BD-6A9F-4C1A-9EE4-1D915E11B992,EII,Egegik,58-11-07.7650N,157-22-31.5400W,92.3,PAII,AD,EGEGIK,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
182,02F704E8-C3AD-4860-B17B-6B7E164D05F5,KKU,Ekuk,58-48-40.2930N,158-33-31.8330W,30,,AD,EKUK,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
183,379C88B5-DA34-4D43-A11D-5B08E86944E3,KEK,Ekwok,59-21-24.6000N,157-28-16.1000W,141,,AD,EKWOK,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
184,44322B86-29A7-4862-BBF5-01835616CFAD,ERO,Eldred Rock Cg,58-58-18.0500N,135-13-19.2900W,33,,HP,ELDRED ROCK,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
185,BD3590EB-0A6A-43B5-8ED6-BB32BF72BCFB,ELV,Elfin Cove,58-11-42.6630N,136-20-50.6140W,0,PAEL,SP,ELFIN COVE,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
186,45A46A64-A4B9-490E-A3E4-7B76A241680E,ELI,Elim,64-36-53.9000N,162-16-13.9000W,161.5,PFEL,AD,ELIM,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NOT ANALYZED,0,0,0,1,0,0
187,6719A3CF-4DD5-4490-BE08-3A0FEE65DA47,MOS,Moses Point,64-41-53.4550N,162-03-26.2770W,14,,AD,ELIM,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,1,0,0
188,9A1140EE-FC5F-4937-B9CB-1B23CFF10208,1Z9,Ellamar,60-53-38.0680N,146-42-13.2910W,0,,SP,ELLAMAR,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
189,CB70A39D-60F5-4C1E-9C2B-7AB2D3903DD5,ENM,Emmonak,62-47-10.1000N,164-29-26.7000W,16.2,PAEM,AD,EMMONAK,AK,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
190,E398AB3E-5C96-4346-8618-1A42602B944B,2Z2,Eureka Creek,65-10-33.2810N,150-13-13.9390W,700,,AD,EUREKA CREEK,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
191,3494B611-78E3-4B0C-B22F-388588E3F697,2Z3,Eva Creek,64-02-31.6000N,148-51-47.3000W,2817,,AD,EVA CREEK,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
192,74204835-4709-4018-A3B3-B1EB606B7E4C,EXI,Excursion Inlet,58-25-13.7950N,135-26-56.5180W,0,,SP,EXCURSION INLET,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
193,B4248569-1111-44FC-AC84-B08EA8F3F57A,2Z5,Chena River,64-49-58.4380N,147-50-53.7300W,440,,SP,FAIRBANKS,AK,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
194,2773904A-598B-42E2-B7FC-AC2B879C0B9D,AK28,Chena Marina,64-48-50.5000N,147-55-06.8000W,427,,AD,FAIRBANKS,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,1,1,0,0
195,931DDF64-72CC-421D-9608-5D46A3663BCA,AK22,Lakloey Air Park,64-49-18.0000N,147-31-18.0000W,475,,AD,FAIRBANKS,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,1,1,0,0
196,A68C3A1D-BFAA-46BF-9BA2-DAC755F93C53,32AK,Hardrock Fld,64-54-33.4300N,147-54-50.2600W,664,,AD,FAIRBANKS,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
197,0C47EF72-B741-4778-B886-CBC013C20C0D,25AA,Skyflight,64-55-43.1700N,147-52-50.0600W,1100,,AD,FAIRBANKS,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
198,D5E42B17-A87C-4E5A-AF1B-9C6757DD249C,MTF,Metro Fld,64-48-24.4440N,147-45-44.7160W,432,,AD,FAIRBANKS,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,1,1,0,0
199,268B87EE-3454-4243-9FE1-32260028A3E0,31AK,Dalrymple's,64-49-58.4680N,147-25-28.7160W,450,,AD,FAIRBANKS,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
200,2D66A664-4C26-4DDC-8874-DFD6D8B9819C,AK52,Moen's Ranch,64-53-20.0000N,147-32-08.1400W,582,,AD,FAIRBANKS,AK,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
201,BAEA0575-BFA2-4129-A1DE-E241AD73E0CE,FBK,Ladd AAF,64-50-15.3950N,147-36-52.1700W,448.6,PAFB,AD,FAIRBANKS/FT WAINWRIGHT,AK,UNITED STATES,OPERATIONAL,1,1,0,0,0,MIL,NO OBJECTION,0,0,1,1,0,0
